candle_ts,open,high,low,close,volume
2026-02-02T14:30:00+00:00,100.000000,100.600000,99.600000,100.600000,8000
2026-02-02T14:31:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T14:32:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T14:33:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T14:34:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T14:35:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T14:36:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T14:37:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T14:38:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T14:39:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T14:40:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T14:41:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T14:42:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T14:43:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T14:44:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T14:45:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T14:46:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T14:47:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T14:48:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T14:49:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T14:50:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T14:51:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T14:52:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T14:53:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T14:54:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T14:55:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T14:56:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T14:57:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T14:58:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T14:59:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T15:00:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T15:01:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T15:02:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T15:03:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T15:04:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T15:05:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T15:06:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T15:07:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T15:08:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T15:09:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T15:10:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T15:11:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T15:12:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T15:13:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T15:14:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T15:15:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T15:16:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T15:17:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T15:18:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T15:19:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T15:20:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T15:21:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T15:22:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T15:23:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T15:24:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T15:25:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T15:26:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T15:27:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T15:28:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T15:29:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T15:30:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T15:31:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T15:32:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T15:33:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T15:34:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T15:35:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T15:36:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T15:37:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T15:38:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T15:39:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
2026-02-02T15:40:00+00:00,100.570000,100.640000,100.530000,100.600000,8000
2026-02-02T15:41:00+00:00,100.600000,100.640000,100.530000,100.570000,8000
